account_number,snapshot_month,household_composition,activation_date,lifecycle_stage,geographic_market,premises_type,value_tier,credit_profile,commitment_end_date,own_voice_flag,own_data_flag,own_video_flag,loyalty_program_participation,loyalty_status,service_type,subscribed_speed_mbps,avg_delivered_throughput_mbps,network_outage_events,network_outage_duration_minutes,latency_ms,jitter_ms,packet_loss_pct,trouble_ticket_volume,ticket_resolution_time_hours,repeat_issue_flag,infrastructure_age_years,copper_pair_condition_score,distance_from_co_km,fiber_available_at_premises,service_provisioning_delay_days,install_failure_flag,mrc_data,mrc_voice,mrc_video,usage_based_charges,overage_charges,promo_discount_amount,promo_expiration_flag,price_increase_flag,notification_days_before_increase,credits_issued,billing_dispute_flag,refund_request_flag,bill_amount,late_payment_flag,collections_activity_flag,churn_event_month,churn_reason_code,final_destination,winback_attempts,winback_success_flag,time_to_churn_from_key_trigger_days,inbound_call_volume,call_reason_code,avg_handle_time_sec,escalations,transfers,nps_score,csat_score,ces_score,retention_offer_type,save_attempt_flag,save_outcome,complaint_volume,complaint_type,complaint_severity,chat_transcripts_count,email_correspondence_count,ivr_interactions_count,agent_notes_count,case_mgmt_records_count,data_consumption_gb,peak_usage_hours_pct,bandwidth_utilization_pct,connected_device_count,device_types_sample,video_streaming_hours,voip_minutes,self_service_portal_logins,mobile_app_sessions,avg_session_duration_sec,email_open_rate,sms_response_rate,competitor_broadband_available_by_address,competitor_pricing_index,competitor_promo_active,fixed_wireless_5g_coverage_rate,market_share_index,median_income,employment_rate,new_housing_dev_index,mdu_density_index,subsidy_eligibility,retention_campaign_exposed,offer_accept_flag,offer_reject_flag,fiber_migration_campaign_participation,upsell_cross_sell_attempt_flag,upsell_cross_sell_outcome,marketing_channel_engagement,ab_test_group,comm_preference,opt_out_marketing_flag,service_activation_event,service_deactivation_event
200385,2024-11-01 00:00:00,Family,2024-01-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,438.3,3,93,22.1,3.2,0,2,31.9,0,21,0,3.5,0,1,0,56.74,0,0,0.64,9.62,12.27,0,0,0,1.22,0,0,53.51,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,2,Billing,396,0,0,40,3.22,2.75,None,0,NA,0,,,0,0,0,0,1,344.5,0.253,0.625,6,"Phone,TV,Tablet",61.9,0,3,0,0,0.231,0.072,0,0,0,0.4,0.88,52000,0.935,0.8,0.81,None,0,0,0,0,0,None,None,Variant_A,SMS,0,0,0
200385,2024-12-01 00:00:00,Family,2023-02-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,489.7,1,30,6.2,1.4,0,0,0,0,21,0,3.5,0,0,0,56.74,0,0,4.86,0,12.27,0,0,0,0,0,0,49.33,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,0,,0,0,0,28,2.85,3.23,None,0,NA,0,,,0,0,1,1,0,410.4,0.261,0.444,6,"Phone,TV,Tablet",84.4,0,1,0,0,0.409,0.078,0,0,0,0.4,0.88,52000,0.935,1.01,1.05,None,0,0,0,0,0,None,None,Variant_A,SMS,0,0,0
200385,2025-01-01 00:00:00,Family,2023-09-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,392.6,0,0,12.7,0.6,0.553,0,0,0,21,0,3.5,0,1,0,56.74,0,0,0,1.94,12.27,0,0,0,0,0,0,46.41,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,1,Retention,415,0,1,41,4.14,2.46,None,1,Loss,0,,,0,1,1,0,0,391.2,0.19,0.05,6,"Phone,TV,Tablet",70.1,0,0,3,192,0.149,0.123,0,0,0,0.4,0.88,52000,0.935,1.12,0.95,None,0,0,0,0,0,None,Email,Variant_A,SMS,0,0,0
200385,2025-02-01 00:00:00,Family,2024-02-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,399.9,0,0,27.1,1.1,0.306,0,0,0,21,0,3.5,0,0,0,56.74,0,0,0,3.75,12.27,0,0,0,0,0,0,48.22,1,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,0,,0,0,0,43,3.91,1.5,None,0,NA,0,,,0,0,2,0,1,406.6,0.27,0.463,6,"Phone,TV,Tablet",75.1,0,1,1,242,0.362,0.188,0,0,0,0.4,0.88,52000,0.935,0.91,1.05,None,0,0,0,0,0,Accepted,SMS,Variant_A,SMS,0,0,0
200385,2025-03-01 00:00:00,Family,2022-11-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,465,1,31,14.5,1.9,0,0,0,0,21,0,3.5,0,0,0,56.74,0,0,4.13,0,12.27,0,0,0,2.48,0,0,46.12,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,0,,0,0,0,18,3.65,1,None,0,NA,0,,,0,0,0,0,0,324.7,0.232,0.414,6,"Phone,TV,Tablet",66.9,0,0,0,0,0.223,0.124,0,0,0,0.4,0.88,52000,0.935,0.84,0.75,None,0,0,0,0,0,Rejected,Email,Variant_A,SMS,0,0,0
200385,2025-04-01 00:00:00,Family,2023-09-01 00:00:00,Active,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,450.1,0,0,26.3,3.5,0.599,0,0,0,21,0,3.5,0,2,0,56.74,0,0,0,6.5,12.27,1,0,0,0,0,0,50.97,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,,1,Billing,546,0,1,39,4.59,2.48,None,0,NA,0,,,0,0,1,0,1,338,0.184,0.425,6,"Phone,TV,Tablet",68.6,0,0,2,132,0.193,0.184,0,0,0,0.4,0.88,52000,0.935,1.05,0.89,None,0,0,0,0,0,None,Email,Variant_A,SMS,0,0,0
200385,2025-05-01 00:00:00,Family,2024-08-01 00:00:00,Disconnected,Rural,SFH,Low,B,,0,1,0,0,None,Fiber,586.9,430.3,0,0,12.9,2.6,0,1,23.1,0,21,0,3.5,0,1,0,56.74,0,0,0,5.28,0,0,0,0,0,0,0,62.02,0,0,2025-05-01 00:00:00,VOLUNTARY,Competitor,0,0,89,2,Technical,425,0,0,51,3.49,2.32,Bundle,0,NA,0,,,0,0,1,0,0,410.6,0.23,0.355,6,"Phone,TV,Tablet",72.9,0,0,0,0,0.299,0.099,0,0,0,0.4,0.88,52000,0.935,1.04,0.79,None,0,0,0,0,0,None,DirectMail,Variant_A,SMS,0,0,1
200386,2024-06-01 00:00:00,Roommates,2024-04-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Silver,Copper_DSL,33.7,16.3,1,1,91.6,3.1,0.227,2,30.5,0,10,45,2.48,1,0,0,39.56,0,0,3.87,0,12.98,0,0,0,0,0,0,30.45,0,0,,,,0,0,,1,Technical,522,0,0,12,4.11,2.65,None,0,NA,1,Support,Low,0,0,0,0,0,250.8,0.238,0.694,1,Tablet,16.7,0,1,1,258,0.224,0.062,1,0.95,1,0.5,1.05,68000,0.955,1.2,1.1,Lifeline,0,0,0,0,0,None,Email,Variant_B,DirectMail,0,1,0
200386,2024-07-01 00:00:00,Roommates,2024-02-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,23.4,2,56,58,2.5,0.602,1,36.4,0,10,45,2.48,1,2,0,39.56,0,0,5.54,0,12.98,0,0,0,0,0,0,32.12,0,0,,,,0,0,,2,Billing,487,0,0,21,4.01,2.6,None,0,NA,0,,,0,0,0,0,0,247.6,0.155,0.551,1,Tablet,28.4,0,1,0,0,0.464,0.026,0,0,0,0.5,1.05,68000,0.955,1.13,1.32,Lifeline,0,0,0,0,0,Accepted,Email,Variant_B,DirectMail,0,0,0
200386,2024-08-01 00:00:00,Roommates,2023-03-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Bronze,Copper_DSL,33.7,18,2,47,53.4,8.8,0.17,1,54.4,1,10,45,2.48,1,0,0,39.56,0,0,0.64,0,12.98,0,0,0,0,0,0,27.22,0,0,,,,0,0,,3,Technical,473,0,0,8,3.73,2.15,None,0,NA,1,Outage,Low,0,0,1,0,0,82.8,0.166,0.725,1,Tablet,29,0,1,1,189,0.257,0.156,1,1.03,1,0.5,1.05,68000,0.955,1.07,1.1,Lifeline,0,0,0,0,0,None,SMS,Variant_B,DirectMail,0,0,0
200386,2024-09-01 00:00:00,Roommates,2022-06-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,16.8,0,0,60.2,6.2,0.443,1,41.8,0,10,45,2.48,1,0,0,39.56,0,0,2.8,2.22,12.98,0,0,0,0,0,0,31.6,0,0,,,,0,0,,3,Retention,391,0,1,15,4.02,2.99,None,1,Win,1,Speed,Medium,0,0,0,0,0,154.4,0.259,0.374,1,Tablet,41.5,0,0,0,0,0.248,0.028,1,1.03,1,0.5,1.05,68000,0.955,1.1,1.21,Lifeline,1,0,0,0,0,None,Phone,Variant_B,DirectMail,0,0,0
200386,2024-10-01 00:00:00,Roommates,2023-10-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,21,0,0,78.4,4.6,0.54,1,27.6,0,10,45,2.48,1,1,0,39.56,0,0,3.66,6.29,12.98,0,0,0,0,0,0,36.53,0,0,,,,0,0,,2,Technical,383,0,0,39,4.03,2.38,None,0,NA,0,,,0,0,1,0,2,137.6,0.213,0.697,1,Tablet,8.8,0,0,1,223,0.365,0.222,0,0,0,0.5,1.05,68000,0.955,1.25,0.89,Lifeline,0,0,0,0,0,Accepted,Phone,Variant_B,DirectMail,0,0,0
200386,2024-11-01 00:00:00,Roommates,2023-07-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,20.7,0,0,88.5,5.3,0.21,1,25.2,1,10,45,2.48,1,0,0,39.56,0,0,3.67,0,12.98,0,0,0,0,0,0,30.25,0,0,,,,0,0,,0,,0,0,0,42,3.99,2.31,None,0,NA,0,,,0,0,0,0,0,201.3,0.207,0.343,1,Tablet,5.9,0,2,1,201,0.263,0.056,0,0,0,0.5,1.05,68000,0.955,1.07,1.44,Lifeline,1,0,0,0,0,Accepted,Email,Variant_B,DirectMail,0,0,0
200386,2024-12-01 00:00:00,Roommates,2023-03-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Silver,Copper_DSL,33.7,19.6,0,0,78.2,5,0.521,1,28.9,0,10,45,2.48,1,2,0,39.56,0,0,0.79,0,12.98,1,0,0,0,0,0,27.37,1,0,,,,0,0,,1,Technical,419,0,1,31,3.6,1.65,None,0,NA,1,Other,High,0,1,1,0,1,214.3,0.306,0.731,1,Tablet,35,0,0,0,0,0.099,0.083,0,0,0,0.5,1.05,68000,0.955,0.99,1.33,Lifeline,0,0,0,0,0,None,Phone,Variant_B,DirectMail,0,0,0
200386,2025-01-01 00:00:00,Roommates,2022-12-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Silver,Copper_DSL,33.7,20.6,1,60,64.4,7.8,0.183,1,40.3,0,10,45,2.48,1,0,0,39.56,0,0,0,0,0,0,0,0,0,0,0,39.56,0,0,,,,0,0,,4,Technical,522,1,1,10,3.31,2.61,Discount,0,NA,1,Outage,Low,0,1,1,2,0,227.3,0.115,0.536,1,Tablet,36.4,0,3,3,201,0.344,0.222,0,0,0,0.5,1.05,68000,0.955,1.33,1.17,Lifeline,1,0,1,0,0,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-02-01 00:00:00,Roommates,2023-08-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,18.4,1,58,82.3,5.8,0.541,1,45.8,1,10,45,2.48,1,0,0,39.56,0,0,0,0.31,0,0,0,0,0,0,0,39.87,0,0,,,,0,0,,0,,0,0,0,11,3.66,2.54,None,0,NA,3,Install,Low,0,1,0,1,0,226.5,0.178,0.646,1,Tablet,0,0,1,1,169,0.459,0.212,1,0.81,1,0.5,1.05,68000,0.955,1.18,1.12,Lifeline,0,0,0,1,1,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-03-01 00:00:00,Roommates,2024-04-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Silver,Copper_DSL,33.7,14.8,2,170,63.5,5.9,0.223,1,51.2,0,10,45,2.48,1,0,0,39.56,0,0,4.31,0,0,0,0,0,11.11,0,0,32.76,0,0,,,,0,0,,2,Technical,470,0,0,1,3.15,2.76,None,0,NA,1,Install,Low,1,0,0,0,1,208.4,0.282,0.634,1,Tablet,33.4,0,3,1,199,0.062,0.057,0,0,0,0.5,1.05,68000,0.955,1,1.39,Lifeline,0,0,0,0,0,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-04-01 00:00:00,Roommates,2022-09-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Bronze,Copper_DSL,33.7,16.5,1,43,62.1,3.9,0.58,0,0,0,10,45,2.48,1,2,0,39.56,0,0,8.41,0,0,0,0,0,4.63,0,0,43.34,0,0,,,,0,0,,1,Technical,413,0,0,30,3.81,2.4,None,0,NA,0,,,0,0,0,1,1,170.6,0.269,0.672,1,Tablet,15.5,0,0,0,0,0.106,0.117,1,1.07,1,0.5,1.05,68000,0.955,1.05,1.56,Lifeline,0,0,0,0,0,None,SMS,Variant_B,DirectMail,0,0,0
200386,2025-05-01 00:00:00,Roommates,2023-12-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Silver,Copper_DSL,33.7,15,0,0,79.3,5.4,0.163,0,0,0,10,45,2.48,1,1,0,39.56,0,0,2.1,0,0,0,0,0,4.49,0,0,37.17,0,0,,,,0,0,,0,,0,0,0,8,4.18,1.18,None,0,NA,0,,,0,1,0,0,0,226.8,0.194,0.568,1,Tablet,5.4,0,1,1,134,0.184,0.108,0,0,0,0.5,1.05,68000,0.955,0.93,1.2,Lifeline,0,0,0,1,0,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-06-01 00:00:00,Roommates,2022-11-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Bronze,Copper_DSL,33.7,23.7,0,0,69.5,6,0.597,0,0,0,10,45,2.48,1,0,0,39.56,0,0,0,0,0,0,0,0,2.79,0,0,36.77,0,0,,,,0,0,,0,,0,0,0,26,4.49,1.37,None,0,NA,1,Billing,Medium,0,1,2,0,0,200.5,0.285,0.819,1,Tablet,35.8,0,0,5,221,0.234,0.222,1,0.71,1,0.5,1.05,68000,0.955,0.97,1.5,Lifeline,0,0,0,0,0,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-07-01 00:00:00,Roommates,2022-10-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,11.8,1,37,69.3,6.2,0.633,2,34.5,1,10,45,2.48,1,0,0,39.56,0,0,6.86,0,0,0,0,0,0,0,0,46.42,0,0,,,,0,0,,0,,0,0,0,27,2.04,1.64,Discount,0,NA,1,Other,Low,0,0,0,0,5,198.9,0.266,0.349,1,Tablet,5.1,0,0,2,261,0.299,0.197,0,0,0,0.5,1.05,68000,0.955,1.1,1.26,Lifeline,0,0,0,0,0,None,Email,Variant_B,DirectMail,0,0,0
200386,2025-08-01 00:00:00,Roommates,2023-08-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,22.4,1,65,68.2,5.7,0.748,0,0,0,10,45,2.48,1,6,0,39.56,0,0,0.44,0,0,0,0,0,6.93,0,0,33.07,0,0,,,,0,0,,0,,0,0,0,41,4.24,1.2,None,0,NA,0,,,0,0,0,0,0,192.8,0.133,0.448,1,Tablet,30.5,0,1,0,0,0.3,0.107,0,0,0,0.5,1.05,68000,0.955,1.04,1.17,Lifeline,0,0,0,0,0,None,SMS,Variant_B,DirectMail,0,0,0
200386,2025-09-01 00:00:00,Roommates,2022-07-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Bronze,Copper_DSL,33.7,19.4,0,0,47.2,3.8,0.49,1,35.7,0,10,45,2.48,1,0,0,39.56,0,0,4.1,0,0,0,0,0,0,0,0,43.66,0,0,,,,0,0,,0,,0,0,0,17,3.15,1.37,None,0,NA,1,Support,Medium,0,0,0,0,0,177,0.269,0.5,1,Tablet,5,0,1,0,0,0.226,0.21,1,1.09,1,0.5,1.05,68000,0.955,1.19,1.34,Lifeline,0,0,0,0,0,None,SMS,Variant_B,DirectMail,0,0,0
200386,2025-10-01 00:00:00,Roommates,2023-02-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,23,0,0,77.9,5.8,0.172,1,11,0,10,45,2.48,1,0,0,39.56,0,0,3.13,10.55,0,0,0,0,1.28,0,0,51.96,0,0,,,,0,0,,0,,0,0,0,8,4.42,3.31,Contract_Extension,0,NA,0,,,0,1,1,0,1,124.5,0.201,0.645,1,Tablet,24,0,1,3,59,0.27,0.171,1,1.15,1,0.5,1.05,68000,0.955,1.33,0.89,Lifeline,1,0,0,0,0,None,None,Variant_B,DirectMail,0,0,0
200386,2025-11-01 00:00:00,Roommates,2023-12-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Gold,Copper_DSL,33.7,16.2,1,44,73.4,7.5,0.348,3,32,1,10,45,2.48,1,1,0,39.56,0,0,2.29,0,0,0,0,0,7.04,0,0,34.81,0,0,,,,0,0,,3,Technical,301,0,0,-1,2.67,3.36,None,0,NA,2,Other,Low,0,0,0,0,1,258.1,0.133,0.774,1,Tablet,22.5,0,0,2,195,0.09,0.092,1,1.18,1,0.5,1.05,68000,0.955,1,1.64,Lifeline,1,0,1,0,0,None,DirectMail,Variant_B,DirectMail,0,0,0
200386,2025-12-01 00:00:00,Roommates,2023-04-01 00:00:00,Active,Urban,SFH,Low,A,2025-12-06,0,1,0,1,Bronze,Copper_DSL,33.7,18.4,1,13,67,3,0.456,0,0,0,10,45,2.48,1,0,0,41.54,0,0,1.9,1.68,0,0,1,21,0.14,0,0,44.98,0,0,,,,0,0,,0,,0,0,0,43,3.75,1.33,Discount,0,NA,0,,,0,0,1,0,0,290.6,0.325,0.745,1,Tablet,23.8,0,1,1,104,0.57,0.151,1,0.88,1,0.5,1.05,68000,0.955,1.13,1.51,Lifeline,0,0,0,0,0,None,Phone,Variant_B,DirectMail,0,0,0
200387,2024-09-01 00:00:00,Family,2023-12-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,588.7,0,0,15.9,3.4,0.451,0,0,0,32,0,2.79,0,4,0,64.33,0,35,0,0,0,0,0,0,3.93,0,0,95.4,0,0,,,,0,0,,2,Technical,515,0,0,19,4.05,1.27,None,0,NA,0,,,0,0,1,1,1,364.5,0.195,0.555,6,"Laptop,Phone,TV",83.9,0,0,0,0,0.361,0.054,0,0,0,0.45,0.98,62000,0.948,0.89,0.68,None,0,0,0,0,0,None,None,Control,DirectMail,0,1,0
200387,2024-10-01 00:00:00,Family,2023-03-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Gold,Fiber,621.7,520.5,0,0,30.2,3.7,0,1,33.4,1,32,0,2.79,0,3,0,64.33,0,35,7.06,0,0,0,0,0,0,0,0,106.39,0,0,,,,0,0,,0,,0,0,0,30,3.47,3.24,None,0,NA,2,Install,Medium,1,0,0,0,1,339.3,0.161,0.211,6,"Laptop,Phone,TV",82,0,0,0,0,0.165,0.078,1,0.95,1,0.45,0.98,62000,0.948,1.03,1,None,0,0,0,0,0,None,DirectMail,Control,DirectMail,0,0,0
200387,2024-11-01 00:00:00,Family,2023-09-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Gold,Fiber,621.7,548.3,1,83,12.8,0.5,0,1,35.6,0,32,0,2.79,0,0,0,64.33,0,35,6.95,11.71,0,0,0,0,11.74,0,0,106.25,0,0,,,,0,0,,1,Billing,243,0,0,6,2.98,2.27,None,0,NA,0,,,0,0,0,0,1,280.4,0.372,0.487,6,"Laptop,Phone,TV",101.2,0,0,1,202,0.217,0.059,0,0,0,0.45,0.98,62000,0.948,0.8,1.18,None,0,0,0,0,0,None,None,Control,DirectMail,0,0,0
200387,2024-12-01 00:00:00,Family,2023-06-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,518.1,0,0,26.4,3,0,0,0,0,32,0,2.79,0,0,0,64.33,0,35,1.86,3.05,0,0,0,0,0,0,0,104.24,0,0,,,,0,0,,0,,0,0,0,48,4.53,1.87,Discount,0,NA,1,Outage,Low,0,0,0,0,0,334.8,0.251,0.221,6,"Laptop,Phone,TV",69.7,0,1,0,0,0.431,0.078,0,0,0,0.45,0.98,62000,0.948,0.72,0.73,None,0,0,0,0,0,None,Email,Control,DirectMail,0,0,0
200387,2025-01-01 00:00:00,Family,2023-09-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Bronze,Fiber,621.7,583.7,1,40,5,2.9,0.36,0,0,0,32,0,2.79,0,0,0,64.33,0,35,1.69,0,0,0,0,0,0,0,0,101.02,0,0,,,,0,0,,1,Technical,541,0,0,38,3.45,3.34,None,0,NA,1,Support,Medium,0,0,0,0,0,187.1,0.285,0.267,6,"Laptop,Phone,TV",87.2,0,3,0,0,0.329,0.04,0,0,0,0.45,0.98,62000,0.948,0.62,0.68,None,0,0,0,0,0,None,None,Control,DirectMail,0,0,0
200387,2025-02-01 00:00:00,Family,2024-02-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Bronze,Fiber,621.7,531.4,0,0,19.9,1.1,0.638,0,0,0,32,0,2.79,0,0,0,64.33,0,35,3.51,6.5,0,0,0,0,11.39,0,0,97.95,0,0,,,,0,0,,0,,0,0,0,15,4.96,1.97,None,0,NA,0,,,0,1,0,0,0,415.8,0.144,0.42,6,"Laptop,Phone,TV",90.6,0,0,1,217,0.328,0.1,1,1.11,1,0.45,0.98,62000,0.948,0.79,0.93,None,1,0,0,0,0,None,None,Control,DirectMail,0,0,0
200387,2025-03-01 00:00:00,Family,2022-12-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Bronze,Fiber,621.7,499.5,0,0,15.3,4.3,0.24,1,16.8,0,32,0,2.79,0,1,0,64.33,0,35,2.71,5.91,0,0,0,0,0,0,0,107.95,0,0,,,,0,0,,0,,0,0,0,18,4.15,1.67,Discount,0,NA,2,Outage,High,0,0,1,0,1,284.7,0.268,0.416,6,"Laptop,Phone,TV",79.6,0,0,0,0,0.241,0.007,0,0,0,0.45,0.98,62000,0.948,0.89,0.76,None,0,0,0,0,0,None,Email,Control,DirectMail,0,0,0
200387,2025-04-01 00:00:00,Family,2023-11-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Gold,Fiber,621.7,499.8,0,0,27,2.9,0.36,0,0,0,32,0,2.79,0,1,0,64.33,0,35,0.89,4.09,0,0,0,0,0,0,0,104.31,0,0,,,,0,0,,0,,0,0,0,32,4.52,1.99,None,0,NA,1,Install,Low,0,0,0,1,0,347,0.34,0.439,6,"Laptop,Phone,TV",87.6,0,0,0,0,0.096,0.073,0,0,0,0.45,0.98,62000,0.948,0.95,0.8,None,0,0,0,0,0,Rejected,None,Control,DirectMail,0,0,0
200387,2025-05-01 00:00:00,Family,2024-02-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Gold,Fiber,621.7,538.2,0,0,35,1.4,0,1,31.4,0,32,0,2.79,0,1,0,64.33,0,35,0.83,0,0,0,0,0,0,0,0,100.16,0,0,,,,0,0,,2,Retention,373,1,0,35,3.81,1.66,Speed_Upgrade,1,Win,3,Billing,Low,0,0,0,1,0,220.7,0.137,0.47,6,"Laptop,Phone,TV",89.3,0,0,1,45,0.292,0.1,1,1.17,1,0.45,0.98,62000,0.948,1.12,0.98,None,0,0,0,0,0,None,Email,Control,DirectMail,0,0,0
200387,2025-06-01 00:00:00,Family,2024-09-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,486.5,0,0,12.1,5.6,0,0,0,0,32,0,2.79,0,0,0,64.33,0,35,2.96,13.97,0,0,0,0,7.36,0,0,108.9,0,0,,,,0,0,,0,,0,0,0,17,3.73,1.38,None,0,NA,0,,,0,0,0,1,0,341.4,0.153,0.41,6,"Laptop,Phone,TV",91.8,0,2,1,244,0.141,0.108,0,0,0,0.45,0.98,62000,0.948,1.13,0.66,None,0,0,0,0,0,Rejected,Email,Control,DirectMail,0,0,0
200387,2025-07-01 00:00:00,Family,2023-03-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,529.2,0,0,5,2.5,0.115,0,0,0,32,0,2.79,0,0,0,64.33,0,35,0,0.34,0,0,0,0,2.44,0,0,97.23,0,0,,,,0,0,,0,,0,0,0,51,3.55,1.12,None,0,NA,1,Support,Low,0,0,2,0,0,260.3,0.181,0.623,6,"Laptop,Phone,TV",99.8,0,0,0,0,0.304,0.012,1,0.87,1,0.45,0.98,62000,0.948,1.37,0.88,None,0,0,0,0,0,None,Phone,Control,DirectMail,0,0,0
200387,2025-08-01 00:00:00,Family,2024-01-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,473.4,1,67,30.5,2.4,0.063,1,26.6,0,32,0,2.79,0,0,0,64.33,0,35,2.62,0.81,0,0,0,0,1.57,0,0,101.19,0,0,,,,0,0,,0,,0,0,0,24,3,2.36,Speed_Upgrade,0,NA,0,,,0,0,0,0,1,224.6,0.159,0.322,6,"Laptop,Phone,TV",93.8,0,4,3,232,0.173,0.053,0,0,0,0.45,0.98,62000,0.948,0.86,1.09,None,0,0,0,0,0,None,Email,Control,DirectMail,0,0,0
200387,2025-09-01 00:00:00,Family,2024-01-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Silver,Fiber,621.7,559.7,1,88,19.9,2.3,0.042,2,34.8,0,32,0,2.79,0,0,0,64.33,0,35,4.21,9.32,0,0,0,0,7.82,0,0,105.04,0,0,,,,0,0,,3,Billing,465,1,0,12,2.73,3.11,None,0,NA,2,Install,Medium,0,0,0,1,1,372.2,0.237,0.587,6,"Laptop,Phone,TV",61.7,0,1,2,226,0.242,0.306,0,0,0,0.45,0.98,62000,0.948,0.88,0.88,None,1,0,1,0,0,None,None,Control,DirectMail,0,0,0
200387,2025-10-01 00:00:00,Family,2024-06-01 00:00:00,Active,Suburban,Bulk,Low,A,2026-05-01,0,1,1,1,Gold,Fiber,621.7,578.1,1,23,25.1,1.5,0.177,2,32.9,0,32,0,2.79,0,1,0,64.33,0,35,1.23,0.87,0,0,0,0,6.71,0,0,94.72,0,0,,,,0,0,,0,,0,0,0,5,3.8,2.92,Speed_Upgrade,0,NA,1,Other,Low,0,1,0,0,1,214.2,0.141,0.524,6,"Laptop,Phone,TV",72.1,0,0,0,0,0.36,0.205,0,0,0,0.45,0.98,62000,0.948,1.1,0.86,None,1,1,0,0,0,None,Email,Control,DirectMail,0,0,0
